animal_id	animal_type	sex	primary_bree	dob	secondary_	kennel_no	impound_no	intake_type	intake_subtype	intake_date	s_n_date	intake_cond	weight	weight_1_week	outcome_type	outcome_subtype	outcome_date	due_out_date	outcome_cond	days_old	dob_abs	intake_date_abs	outcome_date_abs	days_intake_to_s_n_date	location_1	location_1_date	location_2	location_2_date	behavior_cond	outcome_behavior_cond	euth_reason	intake_date_form_2	los	los_1	los_2	age_s_n_date	weight_difference	in_to_due_out_date_diff	due_out_to_outcome_date_diff
A178820	DOG	F	YORKSHIRE TERR			Q50	K17-048932	STRAY	HEALTHY	2017-07-20 00:00:00		NORMAL	2.5		RTO	HEALTHY	2017-07-20 00:00:00	2017-07-29 00:00:00	NORMAL													2017-07-20 00:00:00	0.0					9.0	-9.0
A110669	DOG	N	SCHNAUZER MIN	2005-07-06 00:00:00		7	K17-048933	STRAY	HEALTHY	2017-07-20 00:00:00		NORMAL	17.2		RTO	HEALTHY	2017-07-22 00:00:00	2017-07-25 00:00:00	NORMAL	4397.0												2017-07-20 00:00:00	2.0					5.0	-3.0
A178836	DOG	N	BEAGLE		MIX	4	K17-048934	STRAY	REHAB	2017-07-20 00:00:00		DBTR 1	23.0		TRANS OHS	REHAB	2017-08-01 00:00:00	2017-07-25 00:00:00	DBTR 1													2017-07-20 00:00:00	12.0					5.0	7.0
A178853	DOG	F	YORKSHIRE TERR		SHIH TZU	3	K17-048936	STRAY	HEALTHY	2017-07-21 00:00:00		NORMAL	11.0		RTO	HEALTHY	2017-07-22 00:00:00	2017-07-30 00:00:00	NORMAL						STRAY DOGS	2017-07-21 09:32:00	STRAY DOGS	2017-07-21 09:32:00				2017-07-21 00:00:00	1.0	0.39722	0.0			9.0	-8.0
A178867	CAT	F	BENGAL	2012-07-22 00:00:00		C58	K17-048938	STRAY	HEALTHY	2017-07-21 00:00:00		NORMAL	9.5		RTO	HEALTHY	2017-07-22 00:00:00	2017-07-30 00:00:00	NORMAL	1825.0					STRAY CAT	2017-07-21 11:01:00	STRAY CAT	2017-07-21 11:04:00				2017-07-21 00:00:00	1.0	0.45903	0.00208			9.0	-8.0
A178872	CAT	N	DOMESTIC SH	1999-07-21 00:00:00		C35	K17-048939	STRAY	HEALTHY	2017-07-21 00:00:00		NORMAL	7.5		RTO	HEALTHY	2017-07-22 00:00:00	2017-07-30 00:00:00	NORMAL	6575.0					RECEIVING	2017-07-21 13:05:00	RECEIVING	2017-07-21 13:07:00				2017-07-21 00:00:00	1.0	0.54514	0.00139			9.0	-8.0
A178873	DOG	N	CAVALIER SPAN		MIX	1	K17-048940	STRAY	HEALTHY	2017-07-21 00:00:00		NORMAL	20.7		RTO	HEALTHY	2017-07-21 00:00:00	2017-07-31 00:00:00	NORMAL						RECEIVING	2017-07-21 13:12:00	RECEIVING	2017-07-21 13:16:00				2017-07-21 00:00:00	0.0	0.55	0.00278			10.0	-10.0
A178874	DOG	F	SCHNAUZER MIN			1	K17-048941	STRAY	HEALTHY	2017-07-21 00:00:00		NORMAL	29.8		RTO	HEALTHY	2017-07-21 00:00:00	2017-07-31 00:00:00	NORMAL						RECEIVING	2017-07-21 13:19:00	RECEIVING	2017-07-21 13:19:00				2017-07-21 00:00:00	0.0	0.55486	0.0			10.0	-10.0
A178883	CAT	F	DOMESTIC SH			C57	K17-048942	STRAY	HEALTHY	2017-07-21 00:00:00		CBH	7.06		TRANS OHS	HEALTHY	2017-08-01 00:00:00	2017-07-26 00:00:00	CBH						RECEIVING	2017-07-21 15:46:00	RECEIVING	2017-07-21 15:46:00				2017-07-21 00:00:00	11.0	0.65694	0.0			5.0	6.0
A155672	DOG	M	BOXER	2006-08-23 00:00:00	LABRADOR RETR	9	K17-048943	STRAY	HEALTHY	2017-07-21 00:00:00		NORMAL	63.9		RTO	HEALTHY	2017-07-22 00:00:00	2017-07-26 00:00:00	NORMAL	3985.0												2017-07-21 00:00:00	1.0					5.0	-4.0
A117634	DOG	F	SHIH TZU	2007-11-06 00:00:00		5	K17-048944	STRAY	HEALTHY	2017-07-21 00:00:00		NORMAL	11.4		RTO	HEALTHY	2017-07-24 00:00:00	2017-07-26 00:00:00	NORMAL	3545.0												2017-07-21 00:00:00	3.0					5.0	-2.0
A178889	DOG	S	MALTESE	2016-08-04 00:00:00	POODLE MIN	26	K17-048945	STRAY	REHAB	2017-07-21 00:00:00	2017-08-17 00:00:00	DBTR 1	8.0		ADOPTION	REHAB	2017-08-18 00:00:00	2017-07-26 00:00:00	DBTR 1	351.0					RECEIVING	2017-07-21 16:20:00	36	2017-08-17 12:04:00				2017-07-21 00:00:00	28.0	0.68056	26.82222	378.0		5.0	23.0
A178908	CAT	U	DOMESTIC SH			C31	K17-048946	STRAY	UNHEALTH	2017-07-22 00:00:00		CBUU 2			RESCUE OTH	UNHEALTHY	2017-07-29 00:00:00	2017-07-27 00:00:00	CBUU 2						RECEIVING	2017-07-22 10:22:00	RECEIVING	2017-07-22 10:28:00				2017-07-22 00:00:00	7.0	0.43194	0.00417			5.0	2.0
A178909	CAT	S	DOMESTIC SH			C33	K17-048947	STRAY	REHAB	2017-07-22 00:00:00		CBTR 1	9.69		TRANS OHS	REHAB	2017-08-01 00:00:00	2017-07-27 00:00:00	CBTR 1						RECEIVING	2017-07-22 10:30:00	RECEIVING	2017-07-22 10:32:00				2017-07-22 00:00:00	10.0	0.4375	0.00139			5.0	5.0
A155016	DOG	N	BORDER COLLIE			23	K17-048948	STRAY	HEALTHY	2017-07-22 00:00:00		NORMAL	80.0		RTO	HEALTHY	2017-07-22 00:00:00	2017-08-01 00:00:00	NORMAL													2017-07-22 00:00:00	0.0					10.0	-10.0
A178914	CAT	F	DOMESTIC SH			C49	K17-048949	STRAY	HEALTHY	2017-07-22 00:00:00		NORMAL	3.94		TRANS OHS	HEALTHY	2017-08-01 00:00:00	2017-07-27 00:00:00	NORMAL						RECEIVING	2017-07-22 12:22:00	RECEIVING	2017-07-22 12:25:00				2017-07-22 00:00:00	10.0	0.51528	0.00208			5.0	5.0
A178918	CAT	S	DOMESTIC SH			C52	K17-048950	STRAY	REHAB	2017-07-22 00:00:00		CBTR 1	6.75		TRANS OHS	REHAB	2017-08-01 00:00:00	2017-07-27 00:00:00	CBTR 1						RECEIVING	2017-07-22 13:12:00	RECEIVING	2017-07-22 13:15:00				2017-07-22 00:00:00	10.0	0.55	0.00208			5.0	5.0
A178919	DOG	M	WH PT GRIFFON			8	K17-048951	STRAY	REHAB	2017-07-22 00:00:00		DBTR 1	54.8		TRANS OHS	REHAB	2017-08-01 00:00:00	2017-07-27 00:00:00	DBTR 1						RECEIVING	2017-07-22 14:05:00	RECEIVING	2017-07-22 14:05:00				2017-07-22 00:00:00	10.0	0.58681	0.0			5.0	5.0
A178920	DOG	M	WH PT GRIFFON			17	K17-048952	STRAY	REHAB	2017-07-22 00:00:00		DBTR 1	46.0		TRANS OHS	REHAB	2017-08-01 00:00:00	2017-07-27 00:00:00	DBTR 1						RECEIVING	2017-07-22 14:11:00	RECEIVING	2017-07-22 14:11:00				2017-07-22 00:00:00	10.0	0.59097	0.0			5.0	5.0
A178930	DOG	S	LABRADOR RETR	2010-07-24 00:00:00		22	K17-048955	STRAY	HEALTHY	2017-07-22 00:00:00		NORMAL	61.8		RTO	HEALTHY	2017-07-24 00:00:00	2017-07-27 00:00:00	NORMAL	2555.0					RECEIVING	2017-07-22 16:47:00	RECEIVING	2017-07-22 16:47:00				2017-07-22 00:00:00	2.0	0.69931	0.0			5.0	-3.0
A168665	DOG	M	QUEENSLAND HEEL	2016-06-11 00:00:00		Q54	K17-048957	QUARANTINE	UNHEALTH	2017-07-23 00:00:00		DBUU 2			RTO	UNHEALTHY	2017-08-01 00:00:00	2017-08-02 00:00:00	DBUU 2	407.0					Q53	2017-07-23 07:16:00	Q53	2017-07-23 07:22:00				2017-07-23 00:00:00	9.0	0.30278	0.00417			10.0	-1.0
A178932	DOG	N	PIT BULL	2010-07-23 00:00:00	BOXER	1	K17-048958	STRAY	UNHEALTH	2017-07-23 00:00:00		DBUU 2	48.4		RTO	UNHEALTHY	2017-07-24 00:00:00	2017-07-27 00:00:00	DBUU 2	2557.0												2017-07-23 00:00:00	1.0					4.0	-3.0
A080685	DOG	M	AM PIT BULL TER	2010-06-16 00:00:00		19	K17-048959	STRAY	HEALTHY	2017-07-23 00:00:00		NORMAL	70.0		RTO	HEALTHY	2017-07-24 00:00:00	2017-07-27 00:00:00	NORMAL	2594.0												2017-07-23 00:00:00	1.0					4.0	-3.0
A178947	CAT	N	DOMESTIC SH			C30	K17-048962	PRO CUST	HEALTHY	2017-07-24 00:00:00		NORMAL			RTO	HEALTHY	2017-07-24 00:00:00	2017-08-02 00:00:00	NORMAL													2017-07-24 00:00:00	0.0					9.0	-9.0
A178951	DOG	N	MASTIFF	2016-12-12 00:00:00	GERM SHEPHERD	35	K17-048964	STRAY	REHAB	2017-07-24 00:00:00	2017-08-15 00:00:00	DBTR 3	81.3		ADOPTION	REHAB	2017-08-15 00:00:00	2017-08-02 00:00:00	DBTR 3	224.0					RECEIVING	2017-07-24 11:47:00	23	2017-08-02 17:06:00		P145885		2017-07-24 00:00:00	22.0	0.49097	9.22153	246.0		9.0	13.0
A178957	DOG	M	GERM SHEPHERD			FOSTER	K17-048965	STRAY	UNHEALTH	2017-07-24 00:00:00		DMUU 5			RESCUE OTH	UNHEALTHY	2017-08-04 00:00:00	2017-07-28 00:00:00	DMUU 5						VET	2017-07-24 14:54:00	VET	2017-07-25 15:21:00				2017-07-24 00:00:00	11.0	0.62083	1.01875			4.0	7.0
A106168	DOG	N	LABRADOR RETR	2012-04-12 00:00:00		3	K17-048966	STRAY	HEALTHY	2017-07-24 00:00:00		NORMAL	87.4		RTO	HEALTHY	2017-07-25 00:00:00	2017-07-28 00:00:00	NORMAL	1929.0												2017-07-24 00:00:00	1.0					4.0	-3.0
A178960	CAT	M	DOMESTIC SH			C43	K17-048968	STRAY	HEALTHY	2017-07-24 00:00:00		NORMAL			TRANS OHS	HEALTHY	2017-08-01 00:00:00	2017-07-28 00:00:00	NORMAL						RECEIVING	2017-07-24 15:59:00	RECEIVING	2017-07-24 15:59:00				2017-07-24 00:00:00	8.0	0.66597	0.0			4.0	4.0
A147858	DOG	S	AM PIT BULL TER	2013-02-04 00:00:00		20	K17-048973	STRAY	HEALTHY	2017-07-25 00:00:00		NORMAL	75.6		RTO	HEALTHY	2017-07-25 00:00:00	2017-07-29 00:00:00	NORMAL	1632.0					RECEIVING	2017-07-25 09:12:00	RECEIVING	2017-07-25 09:12:00				2017-07-25 00:00:00	0.0	0.38333	0.0			4.0	-4.0
A178977	DOG	F	ROTTWEILER	2015-10-21 00:00:00	MASTIFF	18	K17-048974	STRAY	HEALTHY	2017-07-25 00:00:00		NORMAL	66.0		RTO	HEALTHY	2017-07-25 00:00:00	2017-08-03 00:00:00	NORMAL	643.0												2017-07-25 00:00:00	0.0					9.0	-9.0
A178986	DOG	F	AM PIT BULL TER		MIX	16	K17-048975	STRAY	HEALTHY	2017-07-25 00:00:00		NORMAL	49.9		RTO	HEALTHY	2017-07-26 00:00:00	2017-08-03 00:00:00	NORMAL						RECEIVING	2017-07-25 12:37:00	RECEIVING	2017-07-25 12:37:00				2017-07-25 00:00:00	1.0	0.52569	0.0			9.0	-8.0
A178989	CAT	N	DOMESTIC SH			C30	K17-048976	STRAY	HEALTHY	2017-07-25 00:00:00		CBH	10.63		TRANS CAT	HEALTHY	2017-08-03 00:00:00	2017-08-03 00:00:00	CBH						RECEIVING	2017-07-25 12:46:00	RECEIVING	2017-07-25 12:52:00		P145916		2017-07-25 00:00:00	9.0	0.53194	0.00417			9.0	0.0
A024597	DOG	S	LHASA APSO	2006-12-27 00:00:00	CHIHUAHUA SH	7	K17-048977	STRAY	HEALTHY	2017-07-25 00:00:00		NORMAL	11.6		RTO	HEALTHY	2017-07-25 00:00:00	2017-08-03 07:00:00	NORMAL	3863.0					RECEIVING	2017-07-25 12:49:00	RECEIVING	2017-07-25 12:49:00				2017-07-25 00:00:00	0.0	0.53403	0.0			9.29167	-9.29167
A178991	PUPPY	F	LABRADOR RETR	2017-05-25 00:00:00	MIX	Q51	K17-048978	STRAY	HEALTHY	2017-07-25 00:00:00		NORMAL	12.5		RTO	HEALTHY	2017-07-25 00:00:00	2017-07-29 00:00:00	NORMAL	61.0					RECEIVING	2017-07-25 13:30:00	RECEIVING	2017-07-25 13:30:00				2017-07-25 00:00:00	0.0	0.5625	0.0			4.0	-4.0
A178992	CAT	U	DOMESTIC SH			C46	K17-048979	STRAY	UNHEALTH	2017-07-25 00:00:00		CBUU 2	2.69		RESCUE OTH	UNHEALTHY	2017-07-29 00:00:00	2017-07-29 00:00:00	CBUU 2						RECEIVING	2017-07-25 13:42:00	RECEIVING	2017-07-25 13:48:00				2017-07-25 00:00:00	4.0	0.57083	0.00417			4.0	0.0
A177128	DOG	M	GERM SHEPHERD	2014-10-01 00:00:00		Q55	K17-048981	QUARANTINE	MANAGEAB	2017-07-26 00:00:00		NORMAL			RTO	MANAGEABLE	2017-07-28 00:00:00	2017-07-28 00:00:00	NORMAL	1029.0												2017-07-26 00:00:00	2.0					2.0	0.0
A091268	DOG	S	LABRADOR RETR	2005-03-01 00:00:00		9	K17-048982	STRAY	HEALTHY	2017-07-26 00:00:00		NORMAL	59.8		RTO	HEALTHY	2017-07-26 00:00:00	2017-08-03 00:00:00	NORMAL	4530.0					RECEIVING	2017-07-26 09:55:00	RECEIVING	2017-07-26 09:55:00				2017-07-26 00:00:00	0.0	0.41319	0.0			8.0	-8.0
A151836	DOG	N	PIT BULL	2008-06-20 00:00:00	MIX	5	K17-048983	STRAY	HEALTHY	2017-07-26 00:00:00		NORMAL	70.0		RTO	HEALTHY	2017-07-26 00:00:00	2017-08-03 00:00:00	NORMAL	3323.0					RECEIVING	2017-07-26 10:02:00	RECEIVING	2017-07-26 10:02:00				2017-07-26 00:00:00	0.0	0.41806	0.0			8.0	-8.0
A181045	DOG	M	PIT BULL		MIX	22	K17-048984	PRO CUST	REHAB	2017-07-26 00:00:00		BEHAVIOR			RTO	REHAB	2017-07-26 00:00:00	2017-08-03 00:00:00	BEHAVIOR													2017-07-26 00:00:00	0.0					8.0	-8.0
A181046	OTHER	S	FERRET			SMALL ANIM	K17-048985	STRAY	HEALTHY	2017-07-26 00:00:00		NORMAL			RTO	HEALTHY	2017-07-31 00:00:00	2017-07-30 00:00:00	NORMAL						RECEIVING	2017-07-26 12:20:00	RECEIVING	2017-07-26 12:25:00				2017-07-26 00:00:00	5.0	0.51389	0.00347			4.0	1.0
A181048	CAT	M	DOMESTIC SH			C51	K17-048987	STRAY	HEALTHY	2017-07-26 00:00:00		CBH	11.25		TRANS CAT	HEALTHY	2017-08-03 00:00:00	2017-07-30 00:00:00	CBH						RECEIVING	2017-07-26 12:33:00	RECEIVING	2017-07-26 12:37:00				2017-07-26 00:00:00	8.0	0.52292	0.00278			4.0	4.0
A136132	DOG	N	SHIH TZU	2008-06-22 00:00:00	MIX	3	K17-048989	STRAY	HEALTHY	2017-07-26 00:00:00		NORMAL	22.0		RTO	HEALTHY	2017-07-26 00:00:00	2017-08-04 00:00:00	NORMAL	3321.0												2017-07-26 00:00:00	0.0					9.0	-9.0
A181057	OTHER	M	RABBIT SH			FOSTER	K17-048990	STRAY	HEALTHY	2017-07-26 00:00:00		NORMAL			RESCUE OTH	HEALTHY	2017-07-31 00:00:00	2017-07-30 00:00:00	NORMAL													2017-07-26 00:00:00	5.0					4.0	1.0
A181302	DOG	M	PIT BULL	2016-04-28 00:00:00		22	K17-048992	PRO CUST	REHAB	2017-07-27 00:00:00		BEHAVIOR			RTO	REHAB	2017-07-28 00:00:00	2017-08-04 00:00:00	BEHAVIOR	455.0					STRAY DOGS	2017-07-27 09:20:00	STRAY DOGS	2017-07-27 09:36:00				2017-07-27 00:00:00	1.0	0.38889	0.01111			8.0	-7.0
A181303	CAT	S	DOMESTIC SH	2013-08-04 00:00:00		C40	K17-048993	STRAY	REHAB	2017-07-27 00:00:00		CMTR 1	9.0		ADOPTION	REHAB	2017-08-05 00:00:00	2017-08-01 00:00:00	CMTR 1	1453.0					STRAY CAT	2017-07-27 09:37:00	STRAY CAT	2017-07-27 09:40:00				2017-07-27 00:00:00	9.0	0.40069	0.00208			5.0	4.0
A060948	DOG	N	AUST SHEPHERD	2000-11-07 00:00:00		VET	K17-048994	STRAY	REHAB	2017-07-27 00:00:00		MEDICAL	17.6		RTO	REHAB	2017-07-27 00:00:00	2017-08-01 00:00:00	MEDICAL	6106.0												2017-07-27 00:00:00	0.0					5.0	-5.0
A181305	CAT	F	DOMESTIC SH	2015-04-28 00:00:00		C38	K17-048995	STRAY	HEALTHY	2017-07-27 00:00:00		NORMAL			RTO	HEALTHY	2017-07-28 00:00:00	2017-08-05 00:00:00	NORMAL	821.0					RECEIVING	2017-07-27 10:36:00	RECEIVING	2017-07-27 10:39:00				2017-07-27 00:00:00	1.0	0.44167	0.00208			9.0	-8.0
A181307	CAT	M	DOMESTIC LH			ISO CAT	K17-048996	STRAY	REHAB	2017-07-27 00:00:00		CMTR 19	1.88		TRANS CAT	REHAB	2017-08-03 00:00:00	2017-08-01 00:00:00	CMTR 19						STRAY CAT	2017-07-27 11:27:00	STRAY CAT	2017-07-27 11:30:00				2017-07-27 00:00:00	7.0	0.47708	0.00208			5.0	2.0
A181310	DOG	S	POMERANIAN	2016-08-04 00:00:00	MIX	27	K17-048998	STRAY	REHAB	2017-07-27 00:00:00		DBTR 1	12.8		ADOPTION	REHAB	2017-08-11 00:00:00	2017-08-01 00:00:00	DBTR 1	357.0					18	2017-07-27 13:53:00	34	2017-08-09 09:44:00				2017-07-27 00:00:00	15.0	0.57847	12.82708			5.0	10.0
A181318	CAT	N	DOMESTIC SH			C55	K17-049000	STRAY	UNHEALTH	2017-07-27 00:00:00		CBUU 2	13.19		TRANS OHS	UNHEALTHY	2017-08-08 00:00:00	2017-08-07 00:00:00	CBUU 2						STRAY CAT	2017-07-27 16:43:00	STRAY CAT	2017-07-27 16:48:00				2017-07-27 00:00:00	12.0	0.69653	0.00347			11.0	1.0
A059821	DOG	N	BICHON FRISE			3	K17-049001	STRAY	HEALTHY	2017-07-27 00:00:00		NORMAL			RTO	HEALTHY	2017-07-27 00:00:00	2017-08-01 00:00:00	NORMAL													2017-07-27 00:00:00	0.0					5.0	-5.0
A181337	DOG	M	ENG SPRNGR SPAN	2005-07-28 00:00:00		15	K17-049003	STRAY	HEALTHY	2017-07-28 00:00:00		NORMAL	46.0		RTO	HEALTHY	2017-07-28 00:00:00	2017-08-02 00:00:00	NORMAL	4383.0												2017-07-28 00:00:00	0.0					5.0	-5.0
A181342	CAT	F	DOMESTIC MH			C59	K17-049005	STRAY	REHAB	2017-07-28 00:00:00		CBTR 1	8.75		TRANS CAT	REHAB	2017-08-03 00:00:00	2017-08-02 00:00:00	CBTR 1						STRAY CAT	2017-07-28 10:54:00	STRAY CAT	2017-07-28 11:03:00				2017-07-28 00:00:00	6.0	0.45417	0.00625			5.0	1.0
A181346	CAT	S	DOMESTIC SH	2010-08-05 00:00:00		C19	K17-049007	STRAY	REHAB	2017-07-28 00:00:00		CMTR 2			ADOPTION	REHAB	2017-08-19 00:00:00	2017-08-02 00:00:00	CMTR 2	2549.0					RECEIVING	2017-07-28 12:48:00	C32	2017-08-05 12:17:00				2017-07-28 00:00:00	22.0	0.53333	7.97847			5.0	17.0
A181349	CAT	M	DOMESTIC SH			FREEZER	K17-049009	STRAY	UNHEALTH	2017-07-28 00:00:00		CMUU 5			EUTH	UNHEALTHY	2017-07-28 00:00:00	2017-08-02 00:00:00	CMUU 5						RECEIVING	2017-07-28 13:42:00	RECEIVING	2017-07-28 13:42:00			UNHEALTHY	2017-07-28 00:00:00	0.0	0.57083	0.0			5.0	-5.0
A181353	DOG	F	RAT TERRIER			5	K17-049011	PRO CUST	HEALTHY	2017-07-28 00:00:00		NORMAL			RTO	HEALTHY	2017-08-07 00:00:00	2017-08-15 00:00:00	NORMAL						RECEIVING	2017-07-28 14:56:00	RECEIVING	2017-07-28 15:04:00				2017-07-28 00:00:00	10.0	0.62222	0.00556			18.0	-8.0
A181355	CAT	F	DOMESTIC SH			C53	K17-049012	STRAY	REHAB	2017-07-28 00:00:00		CBTR 1	8.38		TRANS CAT	REHAB	2017-08-03 00:00:00	2017-08-02 00:00:00	CBTR 1						STRAY CAT	2017-07-28 15:05:00	STRAY CAT	2017-07-28 15:11:00				2017-07-28 00:00:00	6.0	0.62847	0.00417			5.0	1.0
A181387	CAT	N	DOMESTIC SH			C38	K17-049015	STRAY	HEALTHY	2017-07-29 00:00:00		CBH	8.94		TRANS CAT	HEALTHY	2017-08-03 00:00:00	2017-08-03 00:00:00	CBH						RECEIVING	2017-07-29 09:44:00	RECEIVING	2017-07-29 09:54:00				2017-07-29 00:00:00	5.0	0.40556	0.00694			5.0	0.0
A169431	DOG	M	QUEENSLAND HEEL	2016-08-28 00:00:00		Q52	K17-049017	QUARANTINE	UNHEALTH	2017-07-29 00:00:00		AGGRESSIVE			RTO	UNHEALTHY	2017-08-02 00:00:00	2017-08-03 00:00:00	AGGRESSIVE	335.0												2017-07-29 00:00:00	4.0					5.0	-1.0
A169432	DOG	F	QUEENSLAND HEEL	2013-08-28 00:00:00		Q53	K17-049018	QUARANTINE	UNHEALTH	2017-07-29 00:00:00		AGGRESSIVE			RTO	UNHEALTHY	2017-08-02 00:00:00	2017-08-03 00:00:00	AGGRESSIVE	1431.0					Q DOGS	2017-07-29 11:31:00	Q DOGS	2017-07-29 11:31:00				2017-07-29 00:00:00	4.0	0.47986	0.0			5.0	-1.0
A181390	DOG	N	CHESA BAY RETR	2011-08-04 00:00:00		25	K17-049019	STRAY	REHAB	2017-07-29 00:00:00		DMTR 1	71.4		TRANS OHS	REHAB	2017-08-08 00:00:00	2017-08-03 00:00:00	DMTR 1	2186.0					RECEIVING	2017-07-29 11:55:00	33	2017-08-04 16:01:00				2017-07-29 00:00:00	10.0	0.49653	6.17083			5.0	5.0
A181392	DOG	S	AMERICAN STAFF	2016-05-29 00:00:00	QUEENSLAND HEEL	2	K17-049021	STRAY	HEALTHY	2017-07-29 00:00:00		NORMAL			RTO	HEALTHY	2017-07-29 00:00:00	2017-08-08 00:00:00	NORMAL	426.0					RECEIVING	2017-07-29 12:09:00	RECEIVING	2017-07-29 12:09:00				2017-07-29 00:00:00	0.0	0.50625	0.0			10.0	-10.0
A092818	DOG	N	AUST CATTLE DOG	2008-04-20 00:00:00	MIX	32	K17-049022	SEIZED	UNHEALTH	2017-07-29 00:00:00	2018-03-20 00:00:00	DBUU 2			TRANS SWW	UNHEALTHY	2018-05-18 00:00:00	2017-12-31 00:00:00	DBUU 2	3387.0					FOSTER	2017-07-29 12:34:00	ISO59	2018-03-21 10:42:00		P075821		2017-07-29 00:00:00	293.0	0.52361	234.92222	3621.0		155.0	138.0
A109750	DOG	N	LABRADOR RETR	2011-10-01 00:00:00	MIX	3	K17-049023	STRAY	HEALTHY	2017-07-29 00:00:00		NORMAL	78.2		RTO	HEALTHY	2017-07-29 00:00:00	2017-08-08 00:00:00	NORMAL	2128.0					RECEIVING	2017-07-29 13:01:00	RECEIVING	2017-07-29 13:01:00				2017-07-29 00:00:00	0.0	0.54236	0.0			10.0	-10.0
A181396	DOG	M	GERM SHEPHERD		MIX	20	K17-049026	STRAY	UNHEALTH	2017-07-29 00:00:00		DBUU 1	42.0		EUTH	UNHEALTHY	2017-08-05 00:00:00	2017-08-03 00:00:00	DBUU 1						RECEIVING	2017-07-29 16:02:00	RECEIVING	2017-07-29 16:09:00			UNHEALTHY	2017-07-29 00:00:00	7.0	0.66806	0.00486			5.0	2.0
A181400	DOG	N	CHIHUAHUA SH		MIX	7	K17-049027	PRO CUST	REHAB	2017-07-29 00:00:00		DMTR 00			RTO	REHAB	2017-08-15 00:00:00	2017-08-18 00:00:00	DMTR 00						VET	2017-07-29 18:27:00	VET	2017-07-29 18:27:00				2017-07-29 00:00:00	17.0	0.76875	0.0			20.0	-3.0
A120764	DOG	S	PIT BULL	2012-09-19 00:00:00		22	K17-049028	STRAY	HEALTHY	2017-07-30 00:00:00		NORMAL	42.0		RTO	HEALTHY	2017-07-31 00:00:00	2017-08-03 00:00:00	NORMAL	1775.0												2017-07-30 00:00:00	1.0					4.0	-3.0
A181413	DOG	N	LABRADOR RETR			3	K17-049030	STRAY	HEALTHY	2017-07-31 00:00:00		NORMAL	84.6		RTO	HEALTHY	2017-07-31 00:00:00	2017-08-09 00:00:00	NORMAL						RECEIVING	2017-07-31 09:22:00	RECEIVING	2017-07-31 09:24:00				2017-07-31 00:00:00	0.0	0.39028	0.00139			9.0	-9.0
A181414	CAT	S	DOMESTIC SH	2012-08-05 00:00:00		C12	K17-049031	STRAY	REHAB	2017-07-31 00:00:00		CMTR 1	6.19		TRANS CAT	REHAB	2017-09-07 00:00:00	2017-08-04 00:00:00	CMTR 1	1821.0					RECEIVING	2017-07-31 09:41:00	C36	2017-08-06 08:14:00				2017-07-31 00:00:00	38.0	0.40347	5.93958			4.0	34.0
A181415	DOG	N	LABRADOR RETR	2011-02-11 00:00:00	PIT BULL	2	K17-049032	STRAY	UNHEALTH	2017-07-31 00:00:00		DMUU 5	50.0		TRANS OHS	UNHEALTHY	2017-08-22 00:00:00	2017-08-20 00:00:00	DMUU 5	2362.0					RECEIVING	2017-07-31 10:31:00	RECEIVING	2017-07-31 11:00:00		P147859		2017-07-31 00:00:00	22.0	0.43819	0.02014			20.0	2.0
A181420	DOG	F	CHIHUAHUA SH			19	K17-049033	STRAY	UNHEALTH	2017-07-31 00:00:00		DBUU 2			EUTH	UNHEALTHY	2017-08-05 00:00:00	2017-08-04 00:00:00	DBUU 2						RECEIVING	2017-07-31 11:22:00	RECEIVING	2017-07-31 11:22:00			UNHEALTHY	2017-07-31 00:00:00	5.0	0.47361	0.0			4.0	1.0
A181423	DOG	N	POODLE MIN	2005-07-31 00:00:00		9	K17-049034	STRAY	HEALTHY	2017-07-31 00:00:00		NORMAL	20.4		RTO	HEALTHY	2017-07-31 00:00:00	2017-08-04 00:00:00	NORMAL	4383.0					RECEIVING	2017-07-31 12:36:00	RECEIVING	2017-07-31 12:36:00				2017-07-31 00:00:00	0.0	0.525	0.0			4.0	-4.0
A181426	KITTEN	S	DOMESTIC SH	2017-06-02 00:00:00		L03	K17-049036	STRAY	REHAB	2017-07-31 00:00:00	2017-08-08 00:00:00	CMTR 00	2.44		ADOPTION	REHAB	2017-08-09 00:00:00	2017-08-04 00:00:00	CMTR 00	59.0					STRAY CAT	2017-07-31 13:34:00	C47	2017-08-08 12:20:00				2017-07-31 00:00:00	9.0	0.56528	7.94861	67.0		4.0	5.0
A181429	CAT	U	DOMESTIC SH			C41	K17-049038	STRAY	UNHEALTH	2017-07-31 00:00:00		CBUU 2	8.5		EUTH	UNHEALTHY	2017-08-05 00:00:00	2017-08-04 00:00:00	CBUU 2						STRAY CAT	2017-07-31 14:12:00	STRAY CAT	2017-07-31 14:17:00			UNHEALTHY	2017-07-31 00:00:00	5.0	0.59167	0.00347			4.0	1.0
A181432	DOG	N	PIT BULL	2017-02-05 00:00:00	MIX	25	K17-049040	STRAY	HEALTHY	2017-07-31 00:00:00	2017-08-08 00:00:00	DMH	26.0		ADOPTION	HEALTHY	2017-08-09 00:00:00	2017-08-04 00:00:00	DMH	176.0					STRAY DOGS	2017-07-31 16:16:00	31	2017-08-08 12:31:00				2017-07-31 00:00:00	9.0	0.67778	7.84375	184.0		4.0	5.0
